step,price,portfolio_value,position,action_dir,reward,weight_dqn,weight_ppo,weight_a2c
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,8.724833e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,8.6962564e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,9.20781e-20,0.0
0,0.0,99904.42069445607,-1.0,0,0.0,1.0,8.267189e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,9.500823e-20,0.0
0,0.0,99904.42069445607,-1.0,0,0.0,1.0,9.4958945e-20,0.0
0,0.0,99904.42069445607,-1.0,0,0.0,1.0,8.9496076e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,9.1187454e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,9.256552e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,9.0589725e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,9.687618e-20,0.0
0,0.0,99904.42069445607,-1.0,0,0.0,1.0,8.834146e-20,0.0
0,0.0,99904.42069445607,-1.0,0,0.0,1.0,9.0976206e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,9.0049486e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,8.5313095e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,8.3186905e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,9.2418744e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,9.293632e-20,0.0
0,0.0,99904.42069445607,-1.0,0,0.0,1.0,1.0153466e-19,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,1.04150466e-19,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,1.0699027e-19,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,1.01046264e-19,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,9.715152e-20,0.0
0,0.0,99904.42069445607,-1.0,0,0.0,1.0,9.478378e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,8.861282e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,9.230036e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,9.081255e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,8.654558e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,8.505573e-20,0.0
0,0.0,99904.42069445607,-1.0,0,0.0,1.0,9.2815856e-20,0.0
0,0.0,99904.42069445607,-1.0,0,0.0,1.0,8.921929e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,9.077099e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,8.943738e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,9.3258785e-20,0.0
0,0.0,99904.42069445607,-1.0,0,0.0,1.0,9.7463325e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,9.7810456e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,9.488508e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,9.160863e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,9.322606e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,9.198542e-20,0.0
0,0.0,99904.42069445607,-1.0,2,0.0,1.0,9.221168e-20,0.0
0,0.0,99904.42069445607,-1.0,1,0.0,1.0,9.5521357e-20,0.0
0,0.0,99896.62121926852,-0.25,1,-0.0020531894603845365,1.0,9.5122824e-20,0.0
0,0.0,99896.62121926852,-0.25,2,0.0,1.0,9.645433e-20,0.0
0,0.0,99896.62121926852,-0.25,1,0.0,1.0,9.65309e-20,0.0
0,0.0,99896.62121926852,-0.25,1,0.0,1.0,9.719304e-20,0.0
0,0.0,99896.62121926852,-0.25,0,0.0,1.0,9.587912e-20,0.0
0,0.0,99896.62121926852,-0.25,2,0.0,1.0,9.345109e-20,0.0
0,0.0,99896.62121926852,-0.25,0,0.0,1.0,9.2725266e-20,0.0
0,0.0,99896.62121926852,-0.25,1,0.0,1.0,9.255281e-20,0.0
0,0.0,99896.62121926852,-0.25,2,0.0,1.0,9.3813985e-20,0.0
0,0.0,99896.62121926852,-0.25,2,0.0,1.0,9.134482e-20,0.0
0,0.0,99896.62121926852,-0.25,1,0.0,1.0,9.301293e-20,0.0
0,0.0,99896.62121926852,-0.25,1,0.0,1.0,9.300725e-20,0.0
0,0.0,99896.62121926852,-0.25,0,0.0,1.0,9.3706684e-20,0.0
0,0.0,99896.62121926852,-0.25,1,0.0,1.0,9.220183e-20,0.0
0,0.0,99896.62121926852,-0.25,1,0.0,1.0,9.292923e-20,0.0
0,0.0,99896.62121926852,-0.25,1,0.0,1.0,9.366523e-20,0.0
0,0.0,99896.62121926852,-0.25,0,0.0,1.0,9.3716694e-20,0.0
0,0.0,99896.62121926852,-0.25,0,0.0,1.0,9.5425203e-20,0.0
0,0.0,99896.62121926852,-0.25,2,0.0,1.0,9.589082e-20,0.0
0,0.0,99896.62121926852,-0.25,1,0.0,1.0,9.35738e-20,0.0
0,0.0,99896.62121926852,-0.25,1,0.0,1.0,9.400026e-20,0.0
0,0.0,99896.62121926852,-0.25,1,0.0,1.0,9.4340815e-20,0.0
0,0.0,99896.62121926852,-0.25,2,0.0,1.0,9.3056934e-20,0.0
0,0.0,99888.71564682,-1.0,2,-0.002081119259859698,1.0,9.770604e-20,0.0
0,0.0,99888.71564682,-1.0,2,0.0,1.0,9.498213e-20,0.0
0,0.0,99888.71564682,-1.0,2,0.0,1.0,9.304416e-20,0.0
0,0.0,99888.71564682,-1.0,1,0.0,1.0,9.514314e-20,0.0
0,0.0,99888.71564682,-1.0,2,0.0,1.0,9.0851353e-20,0.0
0,0.0,99888.71564682,-1.0,2,0.0,1.0,8.9729903e-20,0.0
0,0.0,99888.71564682,-1.0,0,0.0,1.0,9.4604614e-20,0.0
0,0.0,99888.71564682,-1.0,1,0.0,1.0,9.541356e-20,0.0
0,0.0,99888.71564682,-1.0,2,0.0,1.0,9.439121e-20,0.0
0,0.0,99888.71564682,-1.0,1,0.0,1.0,9.9244684e-20,0.0
0,0.0,99888.71564682,-1.0,0,0.0,1.0,1.0772744e-19,0.0
0,0.0,99888.71564682,-1.0,2,0.0,1.0,1.0442736e-19,0.0
0,0.0,99888.71564682,-1.0,1,0.0,1.0,1.02813064e-19,0.0
0,0.0,99888.71564682,-1.0,1,0.0,1.0,1.03913944e-19,0.0
0,0.0,99888.71564682,-1.0,2,0.0,1.0,1.049353e-19,0.0
0,0.0,99888.71564682,-1.0,0,0.0,1.0,1.0528012e-19,0.0
0,0.0,99888.71564682,-1.0,2,0.0,1.0,1.0877632e-19,0.0
0,0.0,99888.71564682,-1.0,0,0.0,1.0,1.0806165e-19,0.0
0,0.0,99888.71564682,-1.0,2,0.0,1.0,1.0947233e-19,0.0
0,0.0,99888.71564682,-1.0,1,0.0,1.0,1.0613499e-19,0.0
0,0.0,99888.71564682,-1.0,2,0.0,1.0,1.05879416e-19,0.0
0,0.0,99888.71564682,-1.0,1,0.0,1.0,1.0215472e-19,0.0
0,0.0,99888.71564682,-1.0,0,0.0,1.0,1.02331005e-19,0.0
0,0.0,99888.71564682,-1.0,2,0.0,1.0,1.0149129e-19,0.0
0,0.0,99888.71564682,-1.0,1,0.0,1.0,1.0276601e-19,0.0
0,0.0,99880.9094810706,-0.25,1,-0.002054950731589603,1.0,1.075993e-19,0.0
0,0.0,99880.9094810706,-0.25,2,0.0,1.0,1.07660064e-19,0.0
0,0.0,99880.9094810706,-0.25,0,0.0,1.0,1.0755662e-19,0.0
0,0.0,99880.9094810706,-0.25,1,0.0,1.0,1.07801434e-19,0.0
0,0.0,99880.9094810706,-0.25,1,0.0,1.0,1.0727143e-19,0.0
0,0.0,99873.10765238258,0.5,0,-0.0020538090126300274,1.0,1.03392006e-19,0.0
0,0.0,99873.10765238258,0.5,2,0.0,1.0,1.0780801e-19,0.0
0,0.0,99873.10765238258,0.5,2,0.0,1.0,1.0816888e-19,0.0
0,0.0,99873.05687113258,0.5,1,-1.3368018331740471e-05,1.0,1.0589234e-19,0.0
0,0.0,99873.00804300758,0.5,0,-1.2853863780519683e-05,1.0,1.0041761e-19,0.0
0,0.0,99873.00804300758,0.5,2,0.0,1.0,1.0755662e-19,0.0
0,0.0,99873.00804300758,0.5,0,0.0,1.0,9.405191e-20,0.0
0,0.0,99873.00804300758,0.5,0,0.0,1.0,9.565408e-20,0.0
0,0.0,99873.00804300758,0.5,0,0.0,1.0,1.0011621e-19,0.0
0,0.0,99873.00804300758,0.5,0,0.0,1.0,1.0114499e-19,0.0
0,0.0,99873.00804300758,0.5,1,0.0,1.0,9.004674e-20,0.0
0,0.0,99873.00804300758,0.5,2,0.0,1.0,9.809294e-20,0.0
0,0.0,99873.00804300758,0.5,0,0.0,1.0,9.5150405e-20,0.0
0,0.0,99873.00804300758,0.5,0,0.0,1.0,8.7370894e-20,0.0
0,0.0,99873.00804300758,0.5,0,0.0,1.0,8.007456e-20,0.0
0,0.0,99873.00804300758,0.5,1,0.0,1.0,8.671346e-20,0.0
0,0.0,99870.41691313781,0.75,0,-0.0006821075022549893,1.0,8.238226e-20,0.0
0,0.0,99870.41691313781,0.75,1,0.0,1.0,8.7506985e-20,0.0
0,0.0,99867.8257949246,1.0,0,-0.0006821044337017169,1.0,9.328725e-20,0.0
0,0.0,99867.8257949246,1.0,1,0.0,1.0,9.3132226e-20,0.0
0,0.0,99867.8257949246,1.0,0,0.0,1.0,8.7893724e-20,0.0
0,0.0,99867.8257949246,1.0,2,0.0,1.0,8.341188e-20,0.0
0,0.0,99867.8257949246,1.0,0,0.0,1.0,8.688431e-20,0.0
0,0.0,99867.8257949246,1.0,0,0.0,1.0,9.288528e-20,0.0
0,0.0,99867.8257949246,1.0,2,0.0,1.0,9.1699537e-20,0.0
0,0.0,99867.8257949246,1.0,2,0.0,1.0,9.177232e-20,0.0
0,0.0,99867.8257949246,1.0,1,0.0,1.0,9.6594255e-20,0.0
0,0.0,99867.8257949246,1.0,1,0.0,1.0,8.7325574e-20,0.0
0,0.0,99867.8257949246,1.0,0,0.0,1.0,8.5311796e-20,0.0
0,0.0,99867.8257949246,1.0,2,0.0,1.0,8.2526944e-20,0.0
0,0.0,99867.8257949246,1.0,2,0.0,1.0,7.723171e-20,0.0
0,0.0,99867.8257949246,1.0,2,0.0,1.0,7.4018454e-20,0.0
0,0.0,99867.8257949246,1.0,0,0.0,1.0,8.299166e-20,0.0
0,0.0,99867.8257949246,1.0,2,0.0,1.0,8.787897e-20,0.0
0,0.0,99867.8257949246,1.0,1,0.0,1.0,9.125427e-20,0.0
0,0.0,99867.8257949246,1.0,0,0.0,1.0,8.4441486e-20,0.0
0,0.0,99867.8257949246,1.0,0,0.0,1.0,8.555296e-20,0.0
0,0.0,99867.8257949246,1.0,0,0.0,1.0,7.873935e-20,0.0
0,0.0,99867.8257949246,1.0,2,0.0,1.0,7.792301e-20,0.0
0,0.0,99859.90140107709,0.25,2,-0.002086073939130513,1.0,7.8157595e-20,0.0
0,0.0,99859.90140107709,0.25,0,0.0,1.0,8.03193e-20,0.0
0,0.0,99859.90140107709,0.25,0,0.0,1.0,7.779233e-20,0.0
0,0.0,99859.90140107709,0.25,1,0.0,1.0,7.769268e-20,0.0
0,0.0,99859.90140107709,0.25,0,0.0,1.0,7.150945e-20,0.0
0,0.0,99859.90140107709,0.25,0,0.0,1.0,7.5817695e-20,0.0
0,0.0,99859.82620576459,0.25,1,-1.9794950222000315e-05,1.0,6.745218e-20,0.0
0,0.0,99859.82620576459,0.25,2,0.0,1.0,6.506639e-20,0.0
0,0.0,99859.82620576459,0.25,1,0.0,1.0,7.0381464e-20,0.0
0,0.0,99855.81628182592,1.0,2,-0.001055600969277255,1.0,6.1148474e-20,0.0
0,0.0,99855.81628182592,1.0,0,0.0,1.0,6.3118424e-20,0.0
0,0.0,99855.81628182592,1.0,1,0.0,1.0,7.000445e-20,0.0
0,0.0,99855.81628182592,1.0,0,0.0,1.0,6.248215e-20,0.0
0,0.0,99855.81628182592,1.0,0,0.0,1.0,5.5280144e-20,0.0
0,0.0,99855.81628182592,1.0,0,0.0,1.0,5.6528935e-20,0.0
0,0.0,99855.81628182592,1.0,1,0.0,1.0,5.9877976e-20,0.0
0,0.0,99855.81628182592,1.0,0,0.0,1.0,5.4340125e-20,0.0
0,0.0,99855.81628182592,1.0,1,0.0,1.0,5.5677165e-20,0.0
0,0.0,99855.81628182592,1.0,2,0.0,1.0,5.611728e-20,0.0
0,0.0,99855.81628182592,1.0,2,0.0,1.0,5.831802e-20,0.0
0,0.0,99855.81628182592,1.0,1,0.0,1.0,6.001793e-20,0.0
0,0.0,99854.81628182592,1.0,2,-0.00026324713022504313,1.0,6.252411e-20,0.0
0,0.0,99854.81628182592,1.0,2,0.0,1.0,7.008247e-20,0.0
0,0.0,99854.81628182592,1.0,2,0.0,1.0,6.2719994e-20,0.0
0,0.0,99854.81628182592,1.0,1,0.0,1.0,6.759643e-20,0.0
0,0.0,99854.81628182592,1.0,1,0.0,1.0,6.567385e-20,0.0
0,0.0,99854.81628182592,1.0,0,0.0,1.0,6.4104565e-20,0.0
0,0.0,99854.81628182592,1.0,1,0.0,1.0,6.337126e-20,0.0
0,0.0,99853.91393807592,1.0,1,-0.00023753940266400377,1.0,6.8327516e-20,0.0
0,0.0,99853.91393807592,1.0,0,0.0,1.0,6.403613e-20,0.0
0,0.0,99853.91393807592,1.0,0,0.0,1.0,6.251552e-20,0.0
0,0.0,99853.91393807592,1.0,1,0.0,1.0,6.7561366e-20,0.0
0,0.0,99853.91393807592,1.0,1,0.0,1.0,6.582132e-20,0.0
0,0.0,99853.91393807592,1.0,1,0.0,1.0,5.610957e-20,0.0
0,0.0,99853.91393807592,1.0,1,0.0,1.0,6.266451e-20,0.0
0,0.0,99853.91393807592,1.0,2,0.0,1.0,6.145434e-20,0.0
0,0.0,99853.91393807592,1.0,1,0.0,1.0,6.306836e-20,0.0
0,0.0,99853.91393807592,1.0,0,0.0,1.0,6.5124e-20,0.0
0,0.0,99853.91393807592,1.0,0,0.0,1.0,6.984867e-20,0.0
0,0.0,99853.31628182592,1.0,2,-0.00015733129267356093,1.0,7.660848e-20,0.0
0,0.0,99853.31628182592,1.0,2,0.0,1.0,7.5860514e-20,0.0
