date,tic,close,ma20_lag
2016-05-03,SPY,192.34763042734124,187.44713917449144
2016-05-04,SPY,194.2232161791937,187.54879982179287
2016-05-05,SPY,195.29071304855688,187.8810478041564
2016-05-06,SPY,191.4749757784168,188.24234631674432
2016-05-09,SPY,190.29993209806838,188.27525571825666
2016-05-10,SPY,191.94089525163935,188.19231130297777
2016-05-11,SPY,188.50282257947495,188.3718508923102
2016-05-12,SPY,188.19363604753758,188.61475824239255
2016-05-13,SPY,190.14996097091674,188.80755277125644
2016-05-16,SPY,187.69476632721452,189.16418060185788
2016-05-17,SPY,190.75439034713966,189.49868874229202
2016-05-18,SPY,191.84543673454223,189.89591369066545
2016-05-19,SPY,191.59577147878866,190.24515415134027
2016-05-20,SPY,192.25652172506702,190.5655279023039
2016-05-23,SPY,193.544315490656,190.89432981599265
2016-05-24,SPY,193.81603956702847,191.24533826486484
2016-05-25,SPY,196.07527607097603,191.45940755296172
2016-05-26,SPY,194.8173657925587,191.72587963371114
2016-05-27,SPY,194.04835121181648,191.87808362264414
2016-05-30,SPY,196.10853258212632,191.93739843249557
2016-05-31,SPY,196.2003092996586,192.24902748545298
2016-06-01,SPY,194.5120761110898,192.44166142906886
2016-06-02,SPY,196.3919483126856,192.45610442566368
2016-06-03,SPY,199.30934594099645,192.5111661888701
2016-06-06,SPY,198.46262784928578,192.90288469699908
2016-06-07,SPY,195.76354963147583,193.31101948455995
2016-06-08,SPY,195.5389144787031,193.5021522035518
2016-06-09,SPY,195.28663251059157,193.85395679851317
2016-06-10,SPY,194.74373635643093,194.2086066216659
2016-06-13,SPY,197.51838728011475,194.4382953909416
2016-06-14,SPY,195.52950259590102,194.9294764385866
2016-06-15,SPY,198.03342729286294,195.16823205102466
2016-06-16,SPY,195.56133249405335,195.4776315789407
2016-06-17,SPY,194.06129989127552,195.67590962970394
2016-06-20,SPY,195.3256505541736,195.76614853801436
2016-06-21,SPY,197.5693373663407,195.85521529119026
2016-06-22,SPY,199.30597648517116,196.04288018115585
2016-06-23,SPY,200.03389123193466,196.20441520186563
2016-06-24,SPY,200.35865893240324,196.4652414738344
2016-06-27,SPY,200.70424113466515,196.78075685986374
2016-06-28,SPY,201.898993884867,197.0105422874907
2016-06-29,SPY,201.5836327891833,197.2954765167511
2016-06-30,SPY,202.18321507685081,197.64905435065577
2016-07-01,SPY,203.38160863916355,197.93861768886404
2016-07-04,SPY,203.42399230164781,198.1422308237724
2016-07-05,SPY,205.0188005753535,198.3902990463905
2016-07-06,SPY,206.21996088855036,198.85306159358439
2016-07-07,SPY,210.4075298096847,199.38711391407674
2016-07-08,SPY,211.13331509097856,200.14315877903138
2016-07-11,SPY,210.27275057946363,200.96263771575877
2016-07-12,SPY,209.5314314405623,201.60035588072623
2016-07-13,SPY,209.54587738025313,202.3004523229593
2016-07-14,SPY,211.52353911017494,202.87607482732878
2016-07-15,SPY,210.85393239272676,203.6741851581349
2016-07-18,SPY,211.70963245565113,204.51381678320743
2016-07-19,SPY,215.64171816415694,205.33301587828132
2016-07-20,SPY,210.15432762419138,206.23663491817214
2016-07-21,SPY,207.8344159590864,206.77905247512314
2016-07-22,SPY,208.38288478290085,207.16907871148072
2016-07-25,SPY,209.2546241458559,207.5702900040056
2016-07-26,SPY,209.79570079330557,207.99780915456512
2016-07-27,SPY,208.93312262452048,208.39264449998706
2016-07-28,SPY,210.3437266485236,208.76011899175396
2016-07-29,SPY,210.97923828857537,209.16814457033757
2016-08-01,SPY,209.92001419926856,209.54802605280815
2016-08-02,SPY,215.06316764190834,209.8728271476892
2016-08-03,SPY,215.86994025861904,210.37504550101693
2016-08-04,SPY,214.71670049862354,210.85754446952038
2016-08-05,SPY,214.5461111887954,211.07300300396733
2016-08-08,SPY,214.1050144892594,211.24364280885817
2016-08-09,SPY,214.0135026947022,211.43525600434796
2016-08-10,SPY,208.21783440057288,211.65935956705493
2016-08-11,SPY,207.24566735172468,211.59295741807097
2016-08-12,SPY,209.3773330928601,211.37906383014843
2016-08-15,SPY,206.97250405462285,211.30523386515512
2016-08-16,SPY,206.87584750022575,211.06837744510366
2016-08-17,SPY,208.8897949926957,210.6300839119071
2016-08-18,SPY,210.7200388426739,210.56685728033236
2016-08-19,SPY,213.90412819691545,210.7111384245117
2016-08-22,SPY,210.30751564108755,210.9872005952124
2016-08-23,SPY,209.60640084351897,211.03984516997403
2016-08-24,SPY,208.93366912390837,211.03038017248468
2016-08-25,SPY,210.27771820213695,211.0304074974541
2016-08-26,SPY,212.61555959653143,211.02710707513475
2016-08-29,SPY,206.95396960351067,211.10892314053254
2016-08-30,SPY,209.24842540489607,210.9606209107447
2016-08-31,SPY,206.2613132718403,210.66988379889403
2016-09-01,SPY,207.71163944055826,210.18945244955512
2016-09-02,SPY,204.6538366280824,209.83919939665185
2016-09-05,SPY,205.05465676112053,209.34458566861622
2016-09-06,SPY,207.5453626031915,208.89206778220924
2016-09-07,SPY,207.2769657478612,208.5686607776337
2016-09-08,SPY,207.71453382979377,208.52161734499813
2016-09-09,SPY,209.41181839949553,208.54506066890158
2016-09-12,SPY,209.74976131833543,208.54678493423336
2016-09-13,SPY,209.60612178335225,208.685647797419
2016-09-14,SPY,212.86184157095286,208.8221615115753
2016-09-15,SPY,215.13620803469917,209.0207638404882
2016-09-16,SPY,214.54713269868438,209.24157230008942
2016-09-19,SPY,220.48005867380868,209.2737225251779
2016-09-20,SPY,217.99560328773777,209.7823496768139
2016-09-21,SPY,220.03301006786108,210.2018097990249
2016-09-22,SPY,219.49235688722652,210.75677684622252
2016-09-23,SPY,219.82678799031808,211.21750878047698
2016-09-26,SPY,221.42054455348153,211.5780702001663
2016-09-27,SPY,221.9568741176143,212.3013989476649
2016-09-28,SPY,223.4187826540234,212.93682138330078
2016-09-29,SPY,220.05113467812492,213.79469485240992
2016-09-30,SPY,216.77344864075982,214.41166961428826
2016-10-03,SPY,218.14983558923612,215.01765021492216
2016-10-04,SPY,216.09233688203108,215.67240915632792
2016-10-05,SPY,213.9170471593602,216.09975787026988
2016-10-06,SPY,210.81495180241384,216.43176194084486
2016-10-07,SPY,213.5268332870724,216.58678283947583
2016-10-10,SPY,215.1636403287404,216.79253358385466
2016-10-11,SPY,218.376194254105,217.06322753437493
2016-10-12,SPY,216.37207360766965,217.5017311579126
2016-10-13,SPY,216.41752550693656,217.67724275974842
2016-10-14,SPY,213.99298503075048,217.74130863336032
2016-10-17,SPY,215.67504989475327,217.71360124996357
2016-10-18,SPY,219.14617352308483,217.47335081101082
2016-10-19,SPY,217.23911749680425,217.53087932277816
2016-10-20,SPY,220.67221618510533,217.39118469422533
2016-10-21,SPY,222.89665720847432,217.4501776591193
2016-10-24,SPY,222.54484901185376,217.6036711200271
2016-10-25,SPY,218.20083879609564,217.65988634294567
2016-10-26,SPY,221.31376121262082,217.4720845768698
2016-10-27,SPY,221.14498624979595,217.36683350479962
2016-10-28,SPY,219.85609080688604,217.42152608338318
2016-10-31,SPY,220.77859680762606,217.57565819168948
2016-11-01,SPY,221.7278660320383,217.70709625260898
2016-11-02,SPY,225.0939057661026,217.98887271010935
2016-11-03,SPY,222.84264975207728,218.54771564044646
2016-11-04,SPY,225.4192396345787,219.14910053792966
2016-11-07,SPY,228.81711994490044,219.74372085530499
2016-11-08,SPY,232.18584798154927,220.42639483611296
2016-11-09,SPY,231.81290045411865,221.11687752248517
2016-11-10,SPY,230.1345088677996,221.8889188648076
2016-11-11,SPY,232.5246231068194,222.57476803285076
2016-11-14,SPY,232.83896224546223,223.50134993665424
2016-11-15,SPY,233.17469154801543,224.35954555418965
2016-11-16,SPY,236.5422345547782,225.06097145543623
2016-11-17,SPY,235.9664044957671,226.02612730833494
2016-11-18,SPY,230.5940978755723,226.79083672386795
2016-11-21,SPY,229.7473766239287,227.17570875722285
2016-11-22,SPY,225.5339862237349,227.53583513782664
2016-11-23,SPY,227.42572770571613,227.9024925092086
2016-11-24,SPY,228.19223152304517,228.2080908338634
2016-11-25,SPY,226.84314273150338,228.5604530975258
2016-11-28,SPY,226.8667360113675,228.9098056937567
2016-11-29,SPY,228.80105628026874,229.21421265394378
2016-11-30,SPY,229.02744369290747,229.5678721663553
2016-12-01,SPY,232.11134749106378,229.76454906269555
2016-12-02,SPY,232.01552074948492,230.22798394964485
2016-12-05,SPY,234.4756619803213,230.55779800539017
2016-12-06,SPY,238.01971650267336,230.84072510716118
2016-12-07,SPY,241.89918316187882,231.1324185332174
2016-12-08,SPY,240.322437417112,231.63673266860548
2016-12-09,SPY,242.4851091454758,232.14612909607104
2016-12-12,SPY,237.98459544473548,232.64415339800385
2016-12-13,SPY,235.45398768899585,232.9014350579675
2016-12-14,SPY,230.87960759840993,233.01539986501652
2016-12-15,SPY,233.39385333054113,232.7322685171981
2016-12-16,SPY,230.56527218098506,232.60364095893686
2016-12-19,SPY,230.58195578533855,232.6021996742075
2016-12-20,SPY,230.18486142090907,232.64392863227795
2016-12-21,SPY,230.16507121351785,232.87647239213666
2016-12-22,SPY,228.84962770955497,233.01343956752675
2016-12-23,SPY,229.43013494189813,233.04630937685224
2016-12-26,SPY,233.58572746656017,233.17565898737197
2016-12-27,SPY,233.73584963494247,233.5116085601316
2016-12-28,SPY,235.02369244205613,233.75834822786533
2016-12-29,SPY,237.42215474226896,234.05816066532276
2016-12-30,SPY,236.99966750023947,234.323701027883
2017-01-02,SPY,234.06160363975195,234.5729083654207
2017-01-03,SPY,232.808448413257,234.55220544839227
2017-01-04,SPY,235.35442935790715,234.29164204392146
2017-01-05,SPY,231.5270354455626,233.96440435372284
2017-01-06,SPY,230.1891661477959,233.52463425514537
2017-01-09,SPY,232.55415416199733,232.90983710526143
2017-01-10,SPY,234.44420700363827,232.63831504112449
2017-01-11,SPY,234.50895610536264,232.58782600685663
2017-01-12,SPY,236.44420795567092,232.76929343220428
2017-01-13,SPY,236.88394555140363,232.9218111634607
2017-01-16,SPY,234.13866089017375,233.23774483198167
2017-01-17,SPY,230.52369490197725,233.41558008722342
2017-01-18,SPY,229.09686356715412,233.4325217612768
2017-01-19,SPY,231.25662868157337,233.3791113789586
2017-01-20,SPY,229.99501935568574,233.49946142755957
2017-01-23,SPY,227.96563852177025,233.52770564824897
2017-01-24,SPY,226.25370659604695,233.24670120100942
2017-01-25,SPY,222.83327783092685,232.87259404906467
2017-01-26,SPY,222.61651693751526,232.26307331850822
2017-01-27,SPY,220.03504033009122,231.52279142827052
2017-01-30,SPY,220.8802960630851,230.67456006976312
2017-01-31,SPY,215.71148417873846,230.01549469092976
2017-02-01,SPY,216.46168818758824,229.16064647920385
2017-02-02,SPY,215.11613904946478,228.2160094206879
2017-02-03,SPY,210.9812886428973,227.395464600883
2017-02-06,SPY,212.55248623378307,226.43507072563813
2017-02-07,SPY,212.00939709281232,225.43498732922734
2017-02-08,SPY,207.32391143330844,224.31324683368607
2017-02-09,SPY,205.5511609680302,222.95399460008335
2017-02-10,SPY,206.19047491414796,221.40934225070131
2017-02-13,SPY,205.28616017141005,219.87466871883854
2017-02-14,SPY,206.92841596552947,218.43204368290034
2017-02-15,SPY,208.5167093860278,217.25227973607798
2017-02-16,SPY,209.94762744978155,216.22327202702164
2017-02-17,SPY,210.6753590182789,215.15782196543205
2017-02-20,SPY,213.52726492694316,214.1918389485617
2017-02-21,SPY,214.97889623652017,213.46992026882035
2017-02-22,SPY,215.99191586670875,212.90617975084402
2017-02-23,SPY,211.53388829201896,212.56411165263313
2017-02-24,SPY,213.47271437200408,212.00998022035827
2017-02-27,SPY,216.31067433715847,211.68186392245394
2017-02-28,SPY,215.71171422728366,211.4533828361576
2017-03-01,SPY,214.74207402140627,211.45339433858484
2017-03-02,SPY,218.95165958912125,211.36741363027576
2017-03-03,SPY,215.14598954806186,211.5591896572586
2017-03-06,SPY,216.19774563402098,211.76742470251685
2017-03-07,SPY,221.4810040542075,211.9496876725287
2017-03-08,SPY,219.4708408206025,212.42326802059847
2017-03-09,SPY,221.02818123922412,213.03061448996317
2017-03-10,SPY,225.241820144894,213.80446550352286
2017-03-13,SPY,225.0161037132447,214.7570327650602
2017-03-14,SPY,226.3238902040933,215.74352994215192
2017-03-15,SPY,228.41189929138864,216.7133036540801
2017-03-16,SPY,226.388699025753,217.7080631493481
2017-03-17,SPY,226.2322739404262,218.53011672814674
2017-03-20,SPY,226.93993238953726,219.30796247425405
2017-03-21,SPY,228.85844832499617,219.97859584738381
2017-03-22,SPY,228.82518577053847,220.6725734518076
2017-03-23,SPY,228.42396296809312,221.31423694699907
2017-03-24,SPY,226.1486865574832,222.1587406808028
2017-03-27,SPY,225.38209864581796,222.79253929007677
2017-03-28,SPY,227.43684515826146,223.2461105055097
2017-03-29,SPY,227.71373409026796,223.8323670520586
2017-03-30,SPY,225.81681390931132,224.48095005550167
2017-03-31,SPY,223.9614937341244,224.8242077715112
2017-04-03,SPY,229.97862200270973,225.2649829808143
2017-04-04,SPY,232.64613091077558,225.95402679924874
2017-04-05,SPY,234.1755359704931,226.51228314207714
2017-04-06,SPY,228.15038935080315,227.24751789957168
2017-04-07,SPY,229.61393205214395,227.60362830515064
2017-04-10,SPY,230.76359408603017,227.82223390051314
2017-04-11,SPY,234.69602946827786,228.10960841915238
2017-04-12,SPY,235.74690639362066,228.52821538236162
2017-04-13,SPY,235.6349541313427,228.89496573747323
2017-04-14,SPY,236.9131424454458,229.35727849275273
2017-04-17,SPY,232.35443974780873,229.8913219180037
2017-04-18,SPY,234.80172041684799,230.16204728591725
2017-04-19,SPY,235.61151603311316,230.45921089050984
2017-04-20,SPY,234.00447749652565,230.7985274036386
2017-04-21,SPY,237.1531769631658,231.07755313006024
2017-04-24,SPY,241.49151378744014,231.62777765034434
2017-04-25,SPY,238.15313213384974,232.43324840742542
2017-04-26,SPY,236.61386690034604,232.96906275620486
2017-04-27,SPY,237.35036410172538,233.41406939670878
2017-04-28,SPY,237.83328911920893,233.99074690632946
2017-05-01,SPY,236.93313612314572,234.68433667558375
2017-05-02,SPY,234.67229453249377,235.0320623816055
2017-05-03,SPY,239.69537850755086,235.13337056269143
2017-05-04,SPY,242.22988726446985,235.40936268954434
2017-05-05,SPY,239.38555466085793,236.11333758522764
2017-05-08,SPY,236.21367695378717,236.60191871566334
2017-05-09,SPY,240.28394212355815,236.87442285905118
2017-05-10,SPY,242.70876461603575,237.15381849181523
2017-05-11,SPY,247.17696163388624,237.50191140293595
2017-05-12,SPY,249.2288848625698,238.07901177806315
2017-05-15,SPY,247.1052665972621,238.69479889891932
2017-05-16,SPY,247.7988057668475,239.432340241392
2017-05-17,SPY,242.4957566559261,240.08219450889197
2017-05-18,SPY,240.73009938918148,240.42640654003267
2017-05-19,SPY,240.6364337575882,240.7626876346654
2017-05-22,SPY,241.94249957496243,240.93685047438652
2017-05-23,SPY,240.23063223218244,240.95939976376263
2017-05-24,SPY,239.98025372955763,241.06327476867932
2017-05-25,SPY,241.1286724995646,241.23159411013984
2017-05-26,SPY,242.08520290744286,241.4205095300318
2017-05-29,SPY,243.67811454698733,241.6331052194435
2017-05-30,SPY,244.2360928813563,241.9703541406356
2017-05-31,SPY,243.49377465341234,242.44854405807874
2017-06-01,SPY,245.46402148615917,242.6384638653718
2017-06-02,SPY,245.63427390261947,242.80017057645628
2017-06-05,SPY,243.65422682303628,243.11260653854433
2017-06-06,SPY,242.17785723204102,243.4846340320068
2017-06-07,SPY,242.22544894060306,243.57932978743096
2017-06-08,SPY,242.00840599182794,243.5551640036593
2017-06-09,SPY,242.43674694550026,243.2967362215564
2017-06-12,SPY,242.4840320875044,242.9571293257029
2017-06-13,SPY,242.95898330602927,242.72606760021503
2017-06-14,SPY,242.68130793881997,242.48407647717414
2017-06-15,SPY,239.675865931261,242.4933540413188
2017-06-16,SPY,240.73368389619952,242.44064236842277
2017-06-19,SPY,243.3184184712819,242.44550487535338
2017-06-20,SPY,244.42464847110284,242.51430082016935
2017-06-21,SPY,244.01096963265798,242.72400163211537
2017-06-22,SPY,245.14915064202586,242.92553742727037
2017-06-23,SPY,242.8307725690331,243.12656133439344
2017-06-26,SPY,238.27489531794475,243.16383981747293
2017-06-27,SPY,238.4644912470312,242.8936788560208
2017-06-28,SPY,236.29327769886754,242.6050987743046
2017-06-29,SPY,238.0887756762327,242.24507392657733
2017-06-30,SPY,235.55529522374204,241.87631163608103
2017-07-03,SPY,229.41080841897247,241.3723627021371
2017-07-04,SPY,227.07191317747078,240.66019178193397
2017-07-05,SPY,230.70074201970854,239.9048945792054
2017-07-06,SPY,229.866059055929,239.32865923316072
2017-07-07,SPY,226.76420782212523,238.72154188636577
2017-07-10,SPY,225.07854183345,237.93791493019702
2017-07-11,SPY,226.29598863904724,237.0676404174943
2017-07-12,SPY,227.46563167660787,236.23449068414521
2017-07-13,SPY,227.91312197773394,235.47370687103458
2017-07-14,SPY,231.34062597624063,234.88556967335822
2017-07-17,SPY,233.0213215109479,234.41591677736028
2017-07-18,SPY,233.01903811371682,233.90106192934354
2017-07-19,SPY,234.455989420619,233.33078141147425
2017-07-20,SPY,238.38215681483874,232.85303240087234
2017-07-21,SPY,240.74525092475656,232.514682709513
2017-07-24,SPY,243.25805303259784,232.41040662729915
2017-07-25,SPY,240.6726157476479,232.65956451303177
2017-07-26,SPY,240.36350740533578,232.7699707380626
2017-07-27,SPY,242.1658594442999,232.97348222338604
2017-07-28,SPY,241.49640828325417,233.17733641178938
2017-07-31,SPY,244.12597383721373,233.47439206476503
2017-08-01,SPY,245.6306246578928,234.21015033567704
2017-08-02,SPY,247.91069945216316,235.1380859096982
2017-08-03,SPY,247.43379143346777,235.9985837813209
2017-08-04,SPY,253.78387406945646,236.87697040019785
2017-08-07,SPY,256.98159196960313,238.22795371256439
2017-08-08,SPY,256.4793725751835,239.82310621937208
2017-08-09,SPY,256.76302082987354,241.3322754161789
2017-08-10,SPY,263.47789380554207,242.79714487384217
2017-08-11,SPY,262.62626007254374,244.57538346523262
2017-08-14,SPY,264.9745084526534,246.1396651700477
2017-08-15,SPY,267.62544599076807,247.737324517133
2017-08-16,SPY,267.6965941843593,249.46764491098557
2017-08-17,SPY,264.6257447826142,251.12967514917256
2017-08-18,SPY,265.1749395754909,252.44185454756135
2017-08-21,SPY,266.1809583373708,253.66333898009808
2017-08-22,SPY,269.24118384386713,254.8094842453367
2017-08-23,SPY,271.40289199637596,256.2379126501477
2017-08-24,SPY,271.52328552191733,257.7898818796997
2017-08-25,SPY,273.89524854722936,259.2577531835806
2017-08-28,SPY,275.42863076399954,260.8776951967793
2017-08-29,SPY,276.0512191294092,262.4428280431186
2017-08-30,SPY,276.2588360877569,263.9638577666944
2017-08-31,SPY,275.64178384137455,265.3812645984741
2017-09-01,SPY,277.5882573181417,266.7916642188694
2017-09-04,SPY,274.7174149110413,267.9818833813037
2017-09-05,SPY,273.04525511197903,268.8686745283756
2017-09-06,SPY,273.1134425307319,269.69696865521536
2017-09-07,SPY,269.1697762473027,270.51448974025834
2017-09-08,SPY,268.05034920268014,270.7990838623463
2017-09-11,SPY,262.71925773702395,271.07028831885316
2017-09-12,SPY,260.97773116561984,270.9575257830717
2017-09-13,SPY,262.51341537992516,270.6251400418143
2017-09-14,SPY,264.0527811915139,270.36598110159264
2017-09-15,SPY,263.9616486664494,270.33733292203755
2017-09-18,SPY,263.4017503469147,270.27666837658546
2017-09-19,SPY,259.72248975847896,270.1377079770627
2017-09-20,SPY,264.52168120805163,269.6617732727933
2017-09-21,SPY,265.9394358452378,269.3177127333771
2017-09-22,SPY,268.9005400993022,269.03852024954307
2017-09-25,SPY,266.5817378620011,268.78878482714674
2017-09-26,SPY,266.1412263657131,268.34644018204676
2017-09-27,SPY,261.35197029115795,267.850940543862
2017-09-28,SPY,263.4440729369515,267.10559725403203
2017-09-29,SPY,265.96033279408726,266.4957117088109
2017-10-02,SPY,260.96717971896936,265.91431548260823
2017-10-03,SPY,260.8833474595858,265.2268037230046
2017-10-04,SPY,262.57998519243284,264.61870834038496
2017-10-05,SPY,258.0057440977451,264.09203547347
2017-10-06,SPY,253.3475850270144,263.53383386599205
2017-10-09,SPY,250.69987892989033,262.7986956572088
2017-10-10,SPY,249.17255273036793,262.1977267168521
2017-10-11,SPY,245.7268445983666,261.6074677950895
2017-10-12,SPY,245.8537117503348,260.7681392560116
2017-10-13,SPY,246.51659299546802,259.85818578395265
2017-10-16,SPY,248.128840112223,258.9859330004036
2017-10-17,SPY,249.92035080604495,258.222287488669
2017-10-18,SPY,253.72577263494148,257.7321805410473
2017-10-19,SPY,256.7306854606659,257.1923851123918
2017-10-20,SPY,253.41403791609622,256.7319475931632
2017-10-23,SPY,252.18392159335608,255.95762248400288
2017-10-24,SPY,249.5608287195512,255.23773167057067
2017-10-25,SPY,246.923926266245,254.4087117882625
2017-10-26,SPY,246.7725622604431,253.6873095870169
2017-10-27,SPY,246.8354324148399,252.85373405319146
2017-10-30,SPY,248.09517393771242,251.8974890342291
2017-10-31,SPY,244.20772519321147,251.25388874516625
2017-11-01,SPY,241.2341457017661,250.42010763184754
2017-11-02,SPY,241.22665150315535,249.35281565731415
2017-11-03,SPY,240.79375106079573,248.51386102758474
2017-11-06,SPY,240.09241809889122,247.8861693292738
2017-11-07,SPY,239.98866577062023,247.35579628772385
2017-11-08,SPY,238.2133399431635,246.89660193973646
2017-11-09,SPY,239.9315065745039,246.52092670697624
2017-11-10,SPY,240.8294953709144,246.22481644818473
2017-11-13,SPY,240.66631907354719,245.94046156695708
2017-11-14,SPY,239.09701614234368,245.56733551502325
2017-11-15,SPY,238.72839651069353,245.0261687818382
2017-11-16,SPY,232.27890749646522,244.27629997562582
2017-11-17,SPY,230.0460041623796,243.05371107741576
2017-11-20,SPY,230.17788503313008,241.88530938972994
2017-11-21,SPY,226.7618299511675,240.7850075617186
2017-11-22,SPY,227.25962324993495,239.64505762329946
2017-11-23,SPY,227.64014509810102,238.66184247248398
2017-11-24,SPY,224.5498802968297,237.70522161436685
2017-11-27,SPY,224.03212859044797,236.59094400846635
2017-11-28,SPY,223.37386018196537,235.3877917411031
2017-11-29,SPY,224.4457735208135,234.3460984905408
2017-11-30,SPY,225.86403434686963,233.5066798814932
2017-12-01,SPY,225.8272150179576,232.7385490236789
2017-12-04,SPY,223.94993887680982,231.99022222153698
2017-12-05,SPY,223.6716311886697,231.18309826043293
2017-12-06,SPY,223.57002335683768,230.36724653133538
2017-12-07,SPY,225.25677202933312,229.6350807020191
2017-12-08,SPY,225.96481740280268,228.90134397476058
2017-12-11,SPY,224.37727587247932,228.15811007635497
2017-12-12,SPY,221.38316937502066,227.34365791630157
2017-12-13,SPY,220.60143913801602,226.45796557793543
2017-12-14,SPY,219.0122411694687,225.55161770930152
2017-12-15,SPY,216.6208919844767,224.88828439295176
2017-12-18,SPY,216.41306981021657,224.2170287840566
2017-12-19,SPY,215.39361195199848,223.52878802291093
2017-12-20,SPY,215.66379498962857,222.96037712295248
2017-12-21,SPY,216.83549694341818,222.38058570993712
2017-12-22,SPY,215.9833310885016,221.84035330220303
2017-12-25,SPY,221.04662346379115,221.4120258417866
2017-12-26,SPY,220.38021570911312,221.26275058545374
2017-12-27,SPY,222.85224043662134,221.11306836181112
2017-12-28,SPY,223.16793520893322,221.0333917076015
2017-12-29,SPY,225.70347796225298,220.89858675070468
2018-01-01,SPY,220.38608030080988,220.8923998979195
2018-01-02,SPY,218.77400659749944,220.71420696911946
